CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
18036,,8940,,359138207,Office
18096,,8940,,527321622,Office
18156,,8717,,4500YG,Inpatient Facility
18216,,8940,,910197005,Office
18276,,8940,,159200072,Office
18336,,8940,,225789720,Office
18396,,8940,,649871540,Office
18456,,8940,,218894936,Office
18516,,8756,,3300VU,Outpatient Facility
18576,,8940,,185858340,Office
18636,,8940,,975157882,Office
18696,,8940,,702522879,Office
18756,,8940,,141222604,Office
18816,,8940,,467927315,Office
18876,,8940,,576118369,Office
18936,,8940,,583430058,Office
18996,,8940,,007061332,Office
19056,,8940,,972017561,Office
19116,,8940,,030961005,Office
19176,,8756,,2813AD,Outpatient Facility
19236,,8940,,657834872,Office
19296,,8940,,918537997,Office
19356,,8940,,482558851,Office
19416,,8940,,660762728,Office
19476,,8940,,003418024,Office
19536,,8940,,316037442,Office
19596,,8940,,855112246,Office
19656,,8940,,378251701,Office
19716,,8940,,382406773,Office
19776,,8940,,430881839,Office
19836,,8940,,926276211,Office
19896,,8940,,811553584,Office
19956,,8940,,884678995,Office
20016,,8940,,915817182,Office
37,,8940,,110164974,Office
97,,8940,,718137204,Office
157,,8940,,809260497,Office
217,,8940,,675657560,Office
277,,8940,,550952595,Office
337,,8940,,134639654,Office
397,,8940,,458469300,Office
457,,8940,,993036791,Office
517,,8940,,400967508,Office
577,,8940,,673425569,Office
637,,8940,,321153767,Office
697,,8940,,803943385,Office
757,,8940,,410897871,Office
817,,8940,,575186641,Office
877,,8940,,598332144,Office
937,,8940,,894974453,Office
997,,8940,,000026609,Office
1057,,8940,,022128828,Office
1117,,8940,,210725495,Office
1177,,8756,,0505QG,Outpatient Facility
1237,,8940,,128254654,Office
1297,,8940,,411681442,Office
1357,,8940,,121228043,Office
1417,,8940,,627298148,Office
1477,,8940,,081282310,Office
1537,,8940,,102514705,Office
1597,,8940,,241296197,Office
1657,,8940,,637612899,Office
1717,,8940,,176431519,Office
1777,,8756,,2601VA,Outpatient Facility
1837,,8940,,165767652,Office
1897,,8940,,476586708,Office
1957,,8940,,513281872,Office
2017,,8940,,490275271,Office
2077,,8940,,719771731,Office
2137,,8940,,473366611,Office
2197,,8940,,861835578,Office
2257,,8940,,350099067,Office
2317,,8940,,065422859,Office
2377,,8940,,800142387,Office
2437,,8756,,2200NN,Outpatient Facility
2497,,8940,,286810794,Office
2557,,8756,,0600QK,Outpatient Facility
2617,,8756,,4600NH,Outpatient Facility
2677,,8940,,997421715,Office
2737,,8940,,336500321,Office
2797,,8940,,717391892,Office
2857,,8940,,861354989,Office
2917,,8940,,784502674,Office
2977,,8940,,794909054,Office
3037,,8940,,532686003,Office
3097,,8940,,483917216,Office
3157,,8940,,020497605,Office
3217,,8940,,661921707,Office
3277,,8940,,003881346,Office
3337,,8940,,319301008,Office
3397,,8940,,636433248,Office
3457,,8756,,4501HN,Outpatient Facility
3517,,8940,,019749007,Office
3577,,8940,,086345335,Office
3637,,8940,,792720976,Office
3697,,8940,,966088060,Office
3757,,8940,,891347306,Office
3817,,8940,,725657973,Office
3877,,8940,,204399301,Office
3937,,8940,,224585078,Office
3997,,8940,,445563697,Office
4057,,8940,,859190670,Office
4117,,8940,,188696012,Office
4177,,8940,,800981012,Office
4237,,8940,,153661368,Office
4297,,8940,,456029672,Office
4357,,8940,,364454096,Office
4417,,8940,,451194201,Office
4477,,8756,,18006C,Outpatient Facility
4537,,8940,,701399860,Office
4597,,8940,,995026817,Office
4657,,8940,,765170399,Office
4717,,8717,,1001NJ,Inpatient Facility
4777,,8940,,818051572,Office
4837,,8717,,1400DQ,Inpatient Facility
4897,,8940,,266021389,Office
4957,,8940,,685659527,Office
5017,,8756,,2200JR,Outpatient Facility
5077,,8940,,925052642,Office
5137,,8940,,067187651,Office
5197,,8756,,3902QA,Outpatient Facility
5257,,8940,,933915160,Office
5317,,8940,,753635633,Office
5377,,8940,,624604144,Office
5437,,8940,,962832416,Office
5497,,8940,,558163746,Office
5557,,8940,,127548897,Office
5617,,8756,,1001QM,Outpatient Facility
5677,,8940,,131547521,Office
5737,,8940,,353906599,Office
5797,,8940,,077641956,Office
5857,,8940,,589098712,Office
5917,,8940,,468425763,Office
5977,,8940,,759341055,Office
6037,,8940,,065518059,Office
6097,,8940,,831237506,Office
6157,,8940,,729681459,Office
6217,,8940,,825102425,Office
6277,,8940,,480765999,Office
6337,,8940,,121508051,Office
6397,,8940,,447719762,Office
6457,,8940,,977030171,Office
6517,,8940,,780564546,Office
6577,,8940,,131246426,Office
6637,,8940,,094839332,Office
6697,,8940,,518787544,Office
6757,,8940,,995203818,Office
6817,,8940,,993417237,Office
6877,,8940,,431847709,Office
6937,,8940,,338964853,Office
6997,,8940,,043708131,Office
7057,,8940,,478927363,Office
7117,,8940,,117749059,Office
7177,,8940,,157450539,Office
7237,,8940,,916029925,Office
7297,,8940,,222796481,Office
7357,,8940,,385123368,Office
7417,,8940,,998634729,Office
7477,,8940,,045261128,Office
7537,,8940,,312588077,Office
7597,,8940,,535681883,Office
7657,,8940,,948724986,Office
7717,,8940,,488002610,Office
7777,,8940,,391275459,Office
7837,,8756,,5200JM,Outpatient Facility
7897,,8940,,714104754,Office
7957,,8940,,513951254,Office
8017,,8940,,988639512,Office
8077,,8940,,261361400,Office
8137,,8940,,249028725,Office
8197,,8756,,3800AT,Outpatient Facility
8257,,8940,,577117771,Office
8317,,8940,,919992932,Office
8377,,8940,,769239632,Office
8437,,8940,,364841571,Office
8497,,8940,,397125909,Office
8557,,8940,,937180245,Office
8617,,8940,,675333938,Office
8677,,8940,,369923858,Office
8737,,8940,,036451918,Office
8797,,8940,,585851357,Office
8857,,8940,,368057282,Office
8917,,8940,,623909637,Office
8977,,8940,,587680805,Office
9037,,8940,,450436487,Office
9097,,8940,,789890923,Office
9157,,8940,,789199808,Office
9217,,8940,,863763783,Office
9277,,8940,,918009664,Office
9337,,8756,,1419NC,Outpatient Facility
9397,,8940,,094058685,Office
9457,,8940,,256213381,Office
9517,,8940,,636180069,Office
9577,,8940,,451403640,Office
9637,,8940,,633589883,Office
9697,,8717,,4500BM,Inpatient Facility
9757,,8940,,376290893,Office
9817,,8940,,899993981,Office
9877,,8940,,619163168,Office
9937,,8940,,454640178,Office
9997,,8940,,186550925,Office
10057,,8940,,995343444,Office
10117,,8940,,560798439,Office
10177,,8940,,147532083,Office
10237,,8940,,719924821,Office
10297,,8940,,850083810,Office
10357,,8940,,270845717,Office
10417,,8940,,391837246,Office
10477,,8940,,204435733,Office
10537,,8940,,981333473,Office
10597,,8940,,796932083,Office
10657,,8940,,801996624,Office
10717,,8940,,831410954,Office
10777,,8940,,620170739,Office
10837,,8940,,293622096,Office
10897,,8940,,643137205,Office
10957,,8940,,285241704,Office
11017,,8940,,098800925,Office
11077,,8940,,106453222,Office
11137,,8940,,647403041,Office
11197,,8940,,466068584,Office
11257,,8940,,607450184,Office
11317,,8940,,815476695,Office
11377,,8940,,931044929,Office
11437,,8940,,603637370,Office
11497,,8940,,347443918,Office
11557,,8940,,770119565,Office
11617,,8940,,481617619,Office
11677,,8940,,766997744,Office
11737,,8940,,495678233,Office
11797,,8940,,360595238,Office
11857,,8940,,897260034,Office
11917,,8940,,043314806,Office
11977,,8940,,499055737,Office
12037,,8940,,758861873,Office
12097,,8940,,187918696,Office
12157,,8940,,774282711,Office
12217,,8940,,585428638,Office
12277,,8940,,423657424,Office
12337,,8940,,214605269,Office
12397,,8940,,369130230,Office
12457,,8940,,040250301,Office
12517,,8940,,172835324,Office
12577,,8940,,615363485,Office
12637,,8940,,012734035,Office
12697,,8940,,430590431,Office
12757,,8940,,216058627,Office
12817,,8940,,749795992,Office
12877,,8940,,643424312,Office
12937,,8940,,599794422,Office
12997,,8940,,861790956,Office
13057,,8940,,996596762,Office
13117,,8940,,375741130,Office
13177,,8940,,264536054,Office
13237,,8940,,271979479,Office
13297,,8940,,375220446,Office
13357,,8940,,299230752,Office
13417,,8940,,459658907,Office
13477,,8940,,836428387,Office
13537,,8940,,180954581,Office
13597,,8756,,1413DS,Outpatient Facility
13657,,8940,,119926384,Office
13717,,8717,,0301AU,Inpatient Facility
13777,,8940,,900604693,Office
13837,,8940,,465330118,Office
13897,,8940,,405302407,Office
13957,,8940,,840270123,Office
14017,,8940,,169865413,Office
14077,,8940,,214735238,Office
14137,,8940,,673374955,Office
14197,,8940,,687606684,Office
14257,,8940,,153334877,Office
14317,,8940,,291603783,Office
14377,,8940,,364454618,Office
14437,,8940,,036293781,Office
14497,,8940,,153679521,Office
14557,,8940,,122369770,Office
14617,,8940,,666972908,Office
14677,,8940,,367686766,Office
14737,,8940,,356146039,Office
14797,,8940,,010527138,Office
14857,,8940,,448474011,Office
14917,,8940,,012830506,Office
14977,,8756,,5013KJ,Outpatient Facility
15037,,8940,,622513257,Office
15097,,8756,,4508HG,Outpatient Facility
15157,,8940,,406757361,Office
15217,,8717,,3602CJ,Inpatient Facility
15277,,8940,,669450614,Office
15337,,8940,,243442929,Office
15397,,8940,,734711596,Office
15457,,8940,,836292469,Office
15517,,8940,,704207313,Office
15577,,8940,,127929937,Office
15637,,8940,,162260475,Office
15697,,8940,,153525594,Office
15757,,8940,,840023561,Office
15817,,8940,,848412899,Office
15877,,8940,,674018234,Office
15937,,8756,,3301WB,Outpatient Facility
15997,,8940,,126653174,Office
16057,,8940,,816291433,Office
16117,,8940,,683666378,Office
16177,,8940,,665821173,Office
16237,,8940,,441869881,Office
16297,,8940,,888172780,Office
16357,,8940,,841750851,Office
16417,,8940,,016143138,Office
16477,,8940,,298557980,Office
16537,,8940,,282397837,Office
16597,,8940,,906164524,Office
16657,,8940,,015949173,Office
16717,,8940,,411434727,Office
16777,,8940,,206183920,Office
16837,,8940,,673678514,Office
16897,,8940,,520342526,Office
16957,,8940,,153755238,Office
17017,,8940,,227347020,Office
17077,,8756,,4100ZA,Outpatient Facility
17137,,8940,,522291260,Office
17197,,8940,,343966343,Office
17257,,8940,,011240005,Office
17317,,8756,,5000VC,Outpatient Facility
17377,,8940,,226297870,Office
17437,,8940,,903774289,Office
17497,,8940,,907774582,Office
17557,,8940,,593865674,Office
17617,,8940,,741060595,Office
17677,,8940,,022671670,Office
17737,,8940,,821524007,Office
17797,,8756,,1113JP,Outpatient Facility
17857,,8940,,777290885,Office
17917,,8940,,421841908,Office
17977,,8940,,082930814,Office
18037,,8940,,105294299,Office
18097,,8940,,546733414,Office
18157,,8940,,734786242,Office
18217,,8940,,772102785,Office
18277,,8940,,927152223,Office
18337,,8940,,646459072,Office
18397,,8940,,406782057,Office
18457,,8940,,413701519,Office
18517,,8940,,426035210,Office
18577,,8940,,292017402,Office
18637,,8940,,294970569,Office
18697,,8940,,546746500,Office
18757,,8940,,568577650,Office
18817,,8717,,1002PG,Inpatient Facility
18877,,8940,,916610846,Office
18937,,8940,,084470536,Office
18997,,8940,,864145326,Office
19057,,8940,,356191811,Office
19117,,8940,,250191627,Office
19177,,8940,,170419519,Office
19237,,8940,,898788131,Office
19297,,8940,,122548429,Office
19357,,8940,,617606715,Office
19417,,8940,,729573864,Office
19477,,8940,,099695559,Office
19537,,8940,,437426098,Office
19597,,8940,,077480289,Office
19657,,8940,,326704968,Office
19717,,8940,,038848130,Office
19777,,8940,,456424257,Office
19837,,8940,,119804974,Office
19897,,8940,,848855517,Office
19957,,8940,,779971504,Office
20017,,8940,,958141162,Office
20077,,8940,,574787539,Office
20137,,8940,,224893544,Office
20197,,8940,,300031002,Office
20257,,8940,,290003229,Office
20317,,8940,,790664089,Office
20377,,8940,,080850097,Office
20437,,8940,,554801884,Office
20497,,8940,,031035256,Office
20557,,8940,,197417211,Office
20617,,8940,,694323666,Office
20677,,8940,,151273697,Office
20737,,8940,,229230360,Office
20797,,8940,,096450559,Office
38,,8940,,364412121,Office
98,,8940,,409527720,Office
158,,8940,,666431660,Office
218,,8940,,470450754,Office
278,,8940,,505259639,Office
338,,8940,,904667376,Office
398,,8940,,331624300,Office
458,,8940,,219123367,Office
518,,8940,,969324313,Office
578,,8940,,498930083,Office
638,,8940,,959846676,Office
698,,8940,,046344140,Office
758,,8940,,981639556,Office
818,,8940,,060985136,Office
878,,8940,,551335994,Office
938,,8940,,521613602,Office
998,,8940,,341204196,Office
1058,,8940,,918940669,Office
1118,,8940,,581701350,Office
1178,,8717,,4401NN,Inpatient Facility
1238,,8940,,175134663,Office
1298,,8940,,509232887,Office
1358,,8940,,806368256,Office
1418,,8940,,320651409,Office
1478,,8940,,305457251,Office
1538,,8940,,697170435,Office
1598,,8940,,763270410,Office
1658,,8940,,881425956,Office
1718,,8940,,494487480,Office
1778,,8940,,570733159,Office
1838,,8940,,952492829,Office
1898,,8940,,599433201,Office
1958,,8940,,767123310,Office
2018,,8756,,0539ZD,Outpatient Facility
2078,,8940,,761032526,Office
2138,,8940,,271709554,Office
2198,,8940,,354121130,Office
2258,,8940,,771235670,Office
2318,,8756,,2302RT,Outpatient Facility
2378,,8940,,829226740,Office
2438,,8940,,460336062,Office
2498,,8756,,1000YS,Outpatient Facility
2558,,8940,,335567669,Office
2618,,8940,,205206805,Office
2678,,8940,,809430220,Office
2738,,8940,,725161068,Office
2798,,8940,,672958124,Office
2858,,8940,,743782744,Office
2918,,8756,,32008R,Outpatient Facility
2978,,8940,,613112570,Office
3038,,8940,,169987653,Office
3098,,8940,,748122703,Office
3158,,8940,,164646537,Office
3218,,8940,,283264869,Office
3278,,8940,,630020274,Office
3338,,8940,,917361418,Office
3398,,8940,,024023230,Office
3458,,8940,,451109695,Office
3518,,8756,,34006R,Outpatient Facility
3578,,8940,,136176110,Office
3638,,8940,,952720788,Office
3698,,8940,,192203854,Office
3758,,8940,,310604352,Office
3818,,8940,,925936136,Office
3878,,8940,,384160961,Office
3938,,8940,,921962294,Office
3998,,8940,,830743214,Office
4058,,8940,,630230136,Office
4118,,8940,,472038383,Office
4178,,8940,,691278137,Office
4238,,8940,,677027120,Office
4298,,8940,,035428770,Office
4358,,8940,,729340225,Office
4418,,8940,,893918174,Office
4478,,8940,,156718107,Office
4538,,8940,,211337676,Office
4598,,8756,,0800QV,Outpatient Facility
4658,,8940,,532199775,Office
4718,,8940,,043719187,Office
4778,,8717,,17S1XA,Inpatient Facility
4838,,8940,,405238963,Office
4898,,8940,,660917036,Office
4958,,8940,,062762924,Office
5018,,8756,,39006M,Outpatient Facility
5078,,8940,,702680771,Office
5138,,8940,,721921570,Office
5198,,8940,,676070884,Office
5258,,8756,,0539VH,Outpatient Facility
5318,,8756,,3425QN,Outpatient Facility
5378,,8940,,975480841,Office
5438,,8756,,1034CD,Outpatient Facility
5498,,8940,,638384477,Office
5558,,8940,,461984604,Office
5618,,8940,,795393831,Office
5678,,8940,,813672124,Office
5738,,8940,,936048044,Office
5798,,8940,,904996801,Office
5858,,8940,,113390319,Office
5918,,8940,,723363480,Office
5978,,8940,,624587734,Office
6038,,8940,,930756105,Office
6098,,8940,,750068682,Office
6158,,8940,,428232924,Office
6218,,8940,,565608666,Office
6278,,8940,,317733372,Office
6338,,8940,,539847598,Office
6398,,8940,,357938889,Office
6458,,8940,,445223068,Office
6518,,8940,,185484424,Office
6578,,8940,,989630294,Office
6638,,8940,,856864104,Office
6698,,8940,,536918507,Office
6758,,8940,,613149020,Office
6818,,8940,,693516732,Office
6878,,8940,,085562503,Office
6938,,8940,,771726600,Office
6998,,8940,,207022953,Office
7058,,8756,,0500DH,Outpatient Facility
7118,,8940,,438036963,Office
7178,,8940,,006631295,Office
7238,,8940,,862907466,Office
7298,,8940,,010876745,Office
7358,,8940,,657497064,Office
7418,,8756,,0527KV,Outpatient Facility
7478,,8940,,866077936,Office
7538,,8940,,121384791,Office
7598,,8940,,473536895,Office
7658,,8940,,884153311,Office
7718,,8940,,002609717,Office
7778,,8940,,199278406,Office
7838,,8940,,644503402,Office
7898,,8756,,14028P,Outpatient Facility
7958,,8756,,1725QM,Outpatient Facility
8018,,8940,,024111160,Office
8078,,8940,,363497350,Office
8138,,8940,,926399769,Office
8198,,8940,,578713421,Office
8258,,8940,,686900199,Office
8318,,8940,,769807559,Office
8378,,8940,,531526721,Office
8438,,8940,,900988851,Office
8498,,8940,,891739159,Office
8558,,8717,,2200TM,Inpatient Facility
8618,,8940,,160870839,Office
8678,,8940,,757574188,Office
8738,,8940,,897828323,Office
8798,,8940,,498355723,Office
8858,,8940,,762650864,Office
8918,,8940,,626638382,Office
8978,,8756,,4508NN,Outpatient Facility
9038,,8940,,854558180,Office
9098,,8940,,760459807,Office
9158,,8940,,324238064,Office
9218,,8940,,740017674,Office
9278,,8940,,297747464,Office
9338,,8940,,481320613,Office
9398,,8940,,397729944,Office
9458,,8940,,190116439,Office
9518,,8940,,153203064,Office
9578,,8940,,619652698,Office
9638,,8940,,997638473,Office
9698,,8940,,260898384,Office
9758,,8756,,0400WT,Outpatient Facility
9818,,8940,,313848542,Office
9878,,8940,,734997087,Office
9938,,8940,,815685010,Office
9998,,8940,,512970080,Office
10058,,8940,,140129197,Office
10118,,8940,,665518869,Office
10178,,8940,,622859813,Office
10238,,8940,,470165348,Office
10298,,8940,,432775255,Office
10358,,8940,,638089783,Office
10418,,8940,,363261775,Office
10478,,8756,,05008T,Outpatient Facility
10538,,8940,,740775002,Office
10598,,8940,,123066992,Office
10658,,8940,,666406822,Office
10718,,8756,,2500VP,Outpatient Facility
10778,,8940,,647241882,Office
10838,,8940,,062954613,Office
10898,,8940,,283883633,Office
10958,,8940,,522067697,Office
11018,,8756,,0100HH,Outpatient Facility
11078,,8940,,668180056,Office
11138,,8940,,781815019,Office
11198,,8940,,099231774,Office
11258,,8940,,801028580,Office
11318,,8940,,631178039,Office
11378,,8940,,412245273,Office
11438,,8756,,4506JT,Outpatient Facility
11498,,8940,,178182779,Office
11558,,8940,,626736158,Office
11618,,8756,,4508JR,Outpatient Facility
11678,,8940,,181943842,Office
11738,,8940,,919074370,Office
11798,,8940,,149479264,Office
11858,,8940,,854487800,Office
11918,,8756,,0138RQ,Outpatient Facility
11978,,8940,,633201779,Office
12038,,8940,,104481947,Office
12098,,8940,,249966435,Office
12158,,8940,,146018176,Office
12218,,8940,,160829459,Office
12278,,8940,,545277341,Office
12338,,8940,,018848250,Office
12398,,8940,,736010272,Office
12458,,8940,,082213600,Office
12518,,8940,,605973754,Office
12578,,8940,,066302984,Office
12638,,8940,,523152415,Office
